,date,Open,High,Low,Close,Volume,Volume($),sector_name,sector_ticker
0,2003-03-31,578.5,590.55,512.3,535.7,14942249679,220890646644150,코스피,1001
1,2003-03-31,816.98,831.67,756.76,800.41,994510235,5732621945620,음식료품,1005
2,2003-03-31,117.12,117.64,89.99,95.57,2120918142,1289738254650,섬유의복,1006
3,2003-03-31,175.06,177.33,150.14,161.0,477893611,865191961390,종이목재,1007
4,2003-03-31,619.29,628.8,518.64,570.31,566946967,14712616502675,화학,1008
5,2003-03-31,870.24,912.2,801.15,892.16,236378288,2099222800765,의약품,1009
6,2003-03-31,576.24,587.33,532.23,566.18,27088502,1994868187135,비금속광물,1010
7,2003-03-31,1241.88,1260.72,1046.4,1122.26,334679507,11815426398410,철강금속,1011
8,2003-03-31,211.95,215.23,186.32,209.61,1578045736,2497877255915,기계,1012
9,2003-03-31,2972.5,3239.41,2822.56,2925.29,4509367421,64961007447750,전기전자,1013
10,2003-03-31,218.37,230.9,185.79,205.89,113245171,779324192315,의료정밀,1014
11,2003-03-31,310.86,318.94,265.93,294.71,284342040,16264892434505,운수장비,1015
12,2003-03-31,182.93,185.45,141.13,154.24,1159435865,6752145292240,유통업,1016
13,2003-03-31,550.81,554.03,515.79,548.68,35198516,14159123957500,전기가스업,1017
14,2003-03-31,44.6,50.38,39.11,46.14,754761926,4678136746105,건설업,1018
15,2003-03-31,445.7,451.09,286.82,349.62,256654862,1703010573305,운수창고업,1019
16,2003-03-31,288.17,296.44,254.54,274.5,34271278,26053895205000,통신업,1020
17,2003-03-31,214.98,219.21,163.15,170.59,1102607978,36489260249950,금융업,1021
18,2003-03-31,139.32,142.86,107.81,108.86,288620106,17517286333240,은행,1022
19,2003-03-31,1042.66,1064.19,760.11,867.97,469248534,7293741503925,증권,1024
20,2003-03-31,3948.2,4007.18,3169.82,3463.67,35207096,3579267548510,보험,1025
21,2003-03-31,246.73,248.61,216.47,236.5,28874320,3713265019135,서비스업,1026
22,2003-03-31,886.67,919.64,817.51,853.38,11448213433,126965888430805,제조업,1027
23,2003-04-30,529.07,627.5,525.51,599.35,15513386315,247921519307465,코스피,1001
24,2003-04-30,792.93,951.17,792.93,927.08,445297166,6617904316965,음식료품,1005
25,2003-04-30,95.12,104.85,91.01,94.82,1846999904,1279030401740,섬유의복,1006
26,2003-04-30,159.83,178.96,150.72,168.64,1032274009,912505177895,종이목재,1007
27,2003-04-30,564.12,691.23,561.68,649.28,644855935,16739177099155,화학,1008
28,2003-04-30,892.24,1083.29,875.98,1008.17,355581387,2377363854140,의약품,1009
29,2003-04-30,566.02,674.39,564.24,661.06,51883887,2325507500335,비금속광물,1010
30,2003-04-30,1117.31,1313.36,1098.99,1193.64,313182126,12567750684635,철강금속,1011
31,2003-04-30,207.34,256.33,206.98,247.6,1065703356,2952123607460,기계,1012
32,2003-04-30,2878.17,3293.08,2832.45,3120.11,2658552635,70152250321810,전기전자,1013
33,2003-04-30,202.62,259.37,202.48,233.62,175530801,884279620180,의료정밀,1014
34,2003-04-30,291.35,365.31,286.01,348.38,800787281,19174554840155,운수장비,1015
35,2003-04-30,152.5,181.57,149.46,167.28,1210012041,7372838086180,유통업,1016
36,2003-04-30,547.18,618.29,533.79,614.9,32661082,15867825028200,전기가스업,1017
37,2003-04-30,46.13,62.41,46.01,54.87,2782193941,5588862809815,건설업,1018
38,2003-04-30,346.77,457.64,341.82,432.16,282172849,2103736534675,운수창고업,1019
39,2003-04-30,272.17,332.64,271.97,309.99,42465602,29422729665000,통신업,1020
40,2003-04-30,166.95,212.0,165.95,199.59,1496089803,42628784273005,금융업,1021
41,2003-04-30,106.5,134.94,105.32,128.59,401214859,20657351577270,은행,1022
