,date,Open,High,Low,Close,Volume,Volume($),sector_name,sector_ticker
97,2007-12-31,3687.88,5185.67,3212.36,4786.74,1568182651,12663031783865,의약품,1009
98,2007-12-31,953.98,1463.39,843.28,1255.89,2406093786,5839618208400,비금속광물,1010
99,2007-12-31,3772.05,8818.71,3424.81,6799.17,5705715960,70095101483520,철강금속,1011
100,2007-12-31,1034.68,2756.35,954.17,1992.67,5306786216,25909934091495,기계,1012
101,2007-12-31,5949.19,6889.14,5420.13,6061.74,15205642871,157776523525800,전기전자,1013
102,2007-12-31,867.28,1758.46,713.99,1053.64,1602797829,3586594452475,의료정밀,1014
103,2007-12-31,1031.88,2079.26,956.04,1775.01,5791645711,99221157842715,운수장비,1015
104,2007-12-31,476.67,659.92,419.01,589.08,3905817111,63098835566285,유통업,1016
105,2007-12-31,1264.83,1486.44,1096.6,1276.55,600298361,33143568258900,전기가스업,1017
106,2007-12-31,246.78,455.92,212.78,399.88,3506901837,51334654954635,건설업,1018
107,2007-12-31,1710.46,4490.02,1545.33,3483.02,9153729456,28919325133760,운수창고업,1019
108,2007-12-31,366.19,444.49,320.06,395.68,664156636,41413509477150,통신업,1020
109,2007-12-31,556.74,749.96,521.78,658.86,18827558370,168796668243170,금융업,1021
110,2007-12-31,338.96,415.17,295.38,337.64,1732866894,44577179841400,은행,1022
111,2007-12-31,2588.43,5224.53,2215.4,4561.42,13501597182,38940934322170,증권,1024
112,2007-12-31,13752.0,25737.27,12817.09,24539.56,1420016303,25476067435400,보험,1025
113,2007-12-31,604.89,1061.57,571.75,899.11,2321701258,59247611732700,서비스업,1026
114,2007-12-31,2275.92,3539.13,2122.78,3119.6,50244516474,504299048733885,제조업,1027
115,2008-12-31,1891.45,1901.13,892.16,1124.47,88149063223,576927703499465,코스피,1001
116,2008-12-31,2869.63,3001.81,1421.81,2023.66,1773860987,15460762290350,음식료품,1005
117,2008-12-31,217.67,218.13,90.42,117.95,1028256813,2577117020730,섬유의복,1006
118,2008-12-31,415.24,417.8,176.04,234.39,1904342846,1781424743775,종이목재,1007
119,2008-12-31,3114.43,3118.76,1406.32,1965.19,5279267161,54357079464750,화학,1008
120,2008-12-31,4746.98,4942.32,2205.23,3396.58,1368915625,9019212360860,의약품,1009
121,2008-12-31,1242.23,1297.34,429.46,611.13,834418534,2901032168300,비금속광물,1010
122,2008-12-31,6763.68,7304.42,2702.84,4328.58,3643529684,44454530284690,철강금속,1011
123,2008-12-31,1975.69,2120.89,626.82,995.37,4381199151,12900440527920,기계,1012
124,2008-12-31,6057.23,7834.84,3760.87,4165.92,13368321229,106168635342585,전기전자,1013
125,2008-12-31,1057.09,1568.09,469.23,686.97,1290065676,2344156990830,의료정밀,1014
126,2008-12-31,1782.85,1783.11,656.84,852.98,7285792933,47508297855310,운수장비,1015
127,2008-12-31,589.16,592.42,206.27,311.65,3910555858,33409928837260,유통업,1016
128,2008-12-31,1263.58,1300.04,657.02,976.97,598871577,25365373108000,전기가스업,1017
129,2008-12-31,402.58,435.47,113.1,164.62,4484635397,21383270483110,건설업,1018
130,2008-12-31,3468.98,3527.69,1527.65,1992.21,13866126190,19061320641120,운수창고업,1019
131,2008-12-31,391.61,392.34,282.26,338.65,855975020,38416769921200,통신업,1020
132,2008-12-31,656.11,658.06,239.91,322.91,19281142629,83853502093435,금융업,1021
133,2008-12-31,334.89,358.53,125.32,164.77,2178176531,9622513280550,은행,1022
134,2008-12-31,4559.5,4606.05,1463.44,2083.88,12376677140,18310146328735,증권,1024
135,2008-12-31,24440.13,24607.14,10082.53,14168.88,1317733521,14859968254680,보험,1025
136,2008-12-31,894.02,902.5,365.95,515.94,2438588033,43109686399180,서비스업,1026
137,2008-12-31,3111.71,3358.29,1516.44,1940.65,42558225815,311011148591075,제조업,1027
138,2009-12-31,1132.87,1723.17,992.69,1682.77,122871286203,887935182728775,코스피,1001
139,2009-12-31,2005.16,2410.96,1583.64,2375.77,882181381,16953476285490,음식료품,1005
140,2009-12-31,117.4,184.67,100.89,174.7,3829871178,3990812958330,섬유의복,1006
141,2009-12-31,235.03,322.89,197.91,281.62,2866249979,2210488827770,종이목재,1007
142,2009-12-31,1981.15,3111.89,1763.11,3001.71,7822682545,87633835778705,화학,1008
143,2009-12-31,3390.57,4656.74,3210.04,3976.05,5318757083,11288967994690,의약품,1009
144,2009-12-31,614.04,853.35,515.99,780.19,886446564,3854348027265,비금속광물,1010
145,2009-12-31,4357.03,7283.44,3474.8,7226.7,5727093081,74749383326120,철강금속,1011
146,2009-12-31,1012.43,1448.25,855.95,1274.31,4739241465,17094997634430,기계,1012
147,2009-12-31,4207.25,8017.8,4122.88,7816.18,25214099910,201862284776395,전기전자,1013
148,2009-12-31,692.33,2273.5,611.35,1965.51,2491726112,6226662360725,의료정밀,1014
149,2009-12-31,879.2,1511.14,809.25,1438.47,11871676658,83553461341920,운수장비,1015
150,2009-12-31,313.22,455.32,251.76,443.35,8076654331,46750098074925,유통업,1016
151,2009-12-31,976.29,1149.24,713.63,1058.34,623756558,27478302397650,전기가스업,1017
152,2009-12-31,169.03,237.82,136.62,226.67,6250279685,30090006951900,건설업,1018
153,2009-12-31,2005.2,2474.22,1590.72,2264.61,5460929003,19578315018265,운수창고업,1019
154,2009-12-31,337.62,354.48,283.96,293.67,1049084458,28544880865800,통신업,1020
155,2009-12-31,322.88,571.06,260.65,509.13,21751818636,140897653755905,금융업,1021
156,2009-12-31,162.97,361.28,125.63,345.41,2647708289,22371667341860,은행,1022
157,2009-12-31,2135.2,3384.36,1808.54,2685.44,12298351323,24906754865875,증권,1024
158,2009-12-31,14164.65,21587.04,11318.85,17596.43,1466693007,19856264499180,보험,1025
159,2009-12-31,518.37,765.03,455.82,759.77,6356588056,73440685291930,서비스업,1026
160,2009-12-31,1961.96,3169.09,1807.01,3157.55,72624266997,519038376324700,제조업,1027
161,2010-12-31,1681.71,2052.97,1532.68,2051.0,95595708006,1141885458029375,코스피,1001
162,2010-12-31,2376.2,2553.46,2102.49,2531.42,1322358914,17930347836825,음식료품,1005
163,2010-12-31,174.63,210.82,158.04,201.46,5262867782,4501863187365,섬유의복,1006
164,2010-12-31,281.58,330.52,257.66,304.13,3063868851,2398951561520,종이목재,1007
165,2010-12-31,2995.62,4683.37,2668.0,4657.74,6202630080,138210908171648,화학,1008
166,2010-12-31,3980.57,4015.29,3168.18,3794.35,2515585520,11483775213423,의약품,1009
167,2010-12-31,781.4,826.49,602.53,821.96,883906356,4051941979188,비금속광물,1010
168,2010-12-31,7172.48,7417.03,5488.24,6896.96,7184431344,71524483862479,철강금속,1011
169,2010-12-31,1269.9,1730.68,1072.7,1654.23,4436073658,21987444118930,기계,1012
170,2010-12-31,7840.24,8859.24,7088.67,8845.24,16939922782,237617143651728,전기전자,1013
171,2010-12-31,1964.07,2169.42,1547.62,1794.83,7756077456,659085191825,의료정밀,1014
172,2010-12-31,1431.91,2715.26,1359.4,2631.41,6985630155,156234364295583,운수장비,1015
173,2010-12-31,444.4,550.98,389.17,544.63,6293931012,61590204015425,유통업,1016
174,2010-12-31,1052.02,1277.83,889.43,970.95,698864209,26014331862800,전기가스업,1017
175,2010-12-31,228.11,234.85,152.76,229.22,3433221401,33114112249201,건설업,1018
176,2010-12-31,2250.76,3438.05,2187.16,3113.33,3453001562,27073890365840,운수창고업,1019
177,2010-12-31,293.86,345.74,285.22,308.86,771446376,29776873775450,통신업,1020
178,2010-12-31,510.1,546.42,433.57,543.85,10491221817,185456430586909,금융업,1021
179,2010-12-31,344.17,367.42,286.9,355.99,1253427119,23108151656580,은행,1022
180,2010-12-31,2705.29,3150.8,2144.75,3075.65,4579536290,28863143666979,증권,1024
181,2010-12-31,17558.05,18982.93,14724.11,17225.33,1672033121,50218461197400,보험,1025
182,2010-12-31,756.69,996.81,685.53,988.04,6406589610,99944317464842,서비스업,1026
183,2010-12-31,3154.16,4074.58,2888.14,4062.32,63555588686,676338771332559,제조업,1027
184,2011-12-31,2063.69,2231.47,1644.11,1825.74,87732413177,1041999162203131,코스피,1001
185,2011-12-31,2534.42,3264.22,2359.01,3103.3,1308535108,21502771527175,음식료품,1005
186,2011-12-31,202.22,259.67,184.26,222.74,6950276456,5087332984895,섬유의복,1006
187,2011-12-31,304.93,310.85,214.45,251.22,2046761765,1984368013801,종이목재,1007
188,2011-12-31,4684.5,6519.82,3847.56,4369.45,7059669769,115868970692499,화학,1008
189,2011-12-31,3806.95,4158.18,3082.73,3395.62,4380082622,10238005413054,의약품,1009
190,2011-12-31,824.04,865.92,574.07,645.29,1480502990,3149756856981,비금속광물,1010
191,2011-12-31,6920.58,7913.04,5220.04,5754.16,6196099779,59882724845543,철강금속,1011
192,2011-12-31,1673.37,1723.71,1068.56,1225.93,3240079304,18133562052800,기계,1012
193,2011-12-31,8928.4,9317.67,5850.75,8496.53,9924495910,229745956265475,전기전자,1013
194,2011-12-31,1817.99,1977.14,1005.58,1386.32,3541141147,528060716030,의료정밀,1014
195,2011-12-31,2646.73,3617.6,2306.38,2581.73,7485244748,158609322645571,운수장비,1015
196,2011-12-31,546.01,604.45,455.38,490.69,6549787096,59829736979112,유통업,1016
197,2011-12-31,974.63,976.35,644.13,825.58,561197662,22130038625050,전기가스업,1017
198,2011-12-31,231.06,266.36,138.87,175.64,6775385333,26743895096072,건설업,1018
199,2011-12-31,3137.36,3333.92,2115.89,2312.48,2206393801,21148015164500,운수창고업,1019
200,2011-12-31,308.21,308.98,220.82,254.57,847939745,24543628440700,통신업,1020
201,2011-12-31,547.25,561.09,371.59,398.12,8735434469,139776300348913,금융업,1021
202,2011-12-31,358.96,365.1,223.36,236.44,972051994,11996355671980,은행,1022
203,2011-12-31,3092.32,3269.96,1521.54,1697.49,3623483899,18205487503033,증권,1024
204,2011-12-31,17317.62,18377.89,14713.05,15984.28,1085542083,46543601920720,보험,1025
205,2011-12-31,994.82,1101.51,838.44,880.64,6212951389,108489511886345,서비스업,1026
206,2011-12-31,4089.59,4748.99,3367.28,3866.52,55183807994,636792042828054,제조업,1027
207,2012-12-31,1831.69,2057.28,1758.99,1997.05,120646923380,1154294166644442,코스피,1001
208,2012-12-31,3102.63,3938.7,2968.98,3896.71,1970586987,27165948182135,음식료품,1005
209,2012-12-31,223.28,250.53,170.83,211.37,3279541069,4262826374820,섬유의복,1006
210,2012-12-31,252.71,306.5,233.27,277.92,5685513038,2219934066720,종이목재,1007
211,2012-12-31,4382.98,5253.08,3887.59,4340.66,8965731162,116839483840243,화학,1008
212,2012-12-31,3415.41,4496.43,2843.51,4105.26,10573103759,12858069471027,의약품,1009
213,2012-12-31,647.37,759.87,554.7,655.83,1688797949,3243387576148,비금속광물,1010
214,2012-12-31,5759.26,6766.83,5060.94,5579.03,7173941928,58308819339336,철강금속,1011
215,2012-12-31,1228.85,1435.87,951.8,1052.03,2752472156,15626931710518,기계,1012
216,2012-12-31,8588.71,11570.9,8317.75,11429.91,14428585995,314214266872836,전기전자,1013
217,2012-12-31,1397.53,2551.29,961.6,1197.38,17848018327,502015783015,의료정밀,1014
218,2012-12-31,2593.75,3056.92,2320.66,2514.17,8150166699,155426196773336,운수장비,1015
219,2012-12-31,488.25,537.68,426.49,493.36,16672751594,60629801905961,유통업,1016
220,2012-12-31,820.58,1069.61,718.79,1063.83,506772964,28137030804550,전기가스업,1017
221,2012-12-31,176.14,212.4,135.37,155.13,2198686053,25205322225734,건설업,1018
222,2012-12-31,2314.8,2747.92,2191.37,2436.12,2237215603,22422835968495,운수창고업,1019
223,2012-12-31,254.38,280.45,203.54,265.24,942698317,24988758727300,통신업,1020
224,2012-12-31,397.73,470.95,370.79,416.9,5787326122,146595730693211,금융업,1021
225,2012-12-31,236.47,282.15,214.3,231.71,513427054,11762331505220,은행,1022
226,2012-12-31,1695.78,2213.59,1564.26,1842.06,2024044692,20384090433616,증권,1024
227,2012-12-31,16007.85,17699.49,15114.18,16679.51,745480166,48657229833875,보험,1025
228,2012-12-31,881.18,1006.28,806.14,962.2,7129133856,119995689811230,서비스업,1026
229,2012-12-31,3889.99,4427.54,3798.76,4325.41,84822246831,722628779598759,제조업,1027
230,2013-12-31,2013.74,2063.28,1770.53,2011.34,81096386463,1185973723790511,코스피,1001
231,2013-12-31,3918.41,4519.91,3419.5,3872.73,878048942,27084387175000,음식료품,1005
232,2013-12-31,213.67,253.35,196.22,243.98,1761667801,4905784114680,섬유의복,1006
233,2013-12-31,279.15,398.48,277.85,329.12,2338727093,2651406743380,종이목재,1007
234,2013-12-31,4382.82,4470.16,3380.72,4149.54,5285598869,111325063950216,화학,1008
235,2013-12-31,4128.21,4998.51,3983.35,4227.26,4652972721,13364340080722,의약품,1009
236,2013-12-31,657.18,818.26,650.26,782.63,2001863972,3597659005478,비금속광물,1010
237,2013-12-31,5637.87,5799.7,4505.9,5180.48,2609968967,54140279302216,철강금속,1011
238,2013-12-31,1065.95,1169.09,903.8,962.83,2684604012,15994035624420,기계,1012
239,2013-12-31,11514.82,11942.87,9499.27,10693.84,11219939685,299573565289691,전기전자,1013
240,2013-12-31,1212.53,2349.88,1205.54,1789.69,7007470784,703945296940,의료정밀,1014
241,2013-12-31,2540.4,2927.49,2121.76,2657.58,4244535226,170734095530628,운수장비,1015
242,2013-12-31,496.65,526.75,441.29,525.51,11616978734,65325883096998,유통업,1016
243,2013-12-31,1076.38,1196.48,851.65,1178.16,569735337,31976377102150,전기가스업,1017
244,2013-12-31,156.9,162.72,122.63,129.71,2244684567,22468758885325,건설업,1018
245,2013-12-31,2458.3,2505.63,1732.81,1899.19,4015849486,18824923827899,운수창고업,1019
246,2013-12-31,266.36,370.43,260.57,334.38,922138125,31503163203150,통신업,1020
247,2013-12-31,419.85,454.53,391.74,452.48,8700032635,156450470822743,금융업,1021
248,2013-12-31,231.85,250.47,199.63,227.04,339591307,6804143402610,은행,1022
249,2013-12-31,1881.3,1979.25,1487.82,1518.14,1974236346,16974199503668,증권,1024
250,2013-12-31,16754.73,18438.36,15766.14,18372.19,619665742,53965777890750,보험,1025
251,2013-12-31,971.0,1047.2,870.81,1047.2,5056211358,139347595147900,서비스업,1026
252,2013-12-31,4362.23,4433.15,3744.29,4204.21,47506465125,715525770239956,제조업,1027
253,2014-12-31,2013.11,2093.08,1881.73,1915.59,68130089442,1192252867277006,코스피,1001
254,2014-12-31,3890.85,4849.08,3682.51,4212.51,1230946927,29657135441625,음식료품,1005
255,2014-12-31,244.54,402.3,230.5,402.3,2095435144,27734234370655,섬유의복,1006
256,2014-12-31,329.31,366.73,312.55,319.83,2695528181,2664764717749,종이목재,1007
257,2014-12-31,4167.96,4208.95,3628.29,3694.01,4593235592,97107439992965,화학,1008
258,2014-12-31,4231.91,4988.21,4167.03,4491.17,4161783240,14505308216340,의약품,1009
259,2014-12-31,785.8,1372.35,782.77,1339.04,1822308393,6343124655260,비금속광물,1010
260,2014-12-31,5200.4,5782.62,4554.95,4735.92,2488771188,49840800787361,철강금속,1011
261,2014-12-31,969.12,1032.28,786.79,815.34,1998258148,16952258882124,기계,1012
262,2014-12-31,10547.56,11660.57,9001.03,10583.95,7968526691,301656481859937,전기전자,1013
263,2014-12-31,1833.64,2322.04,1635.37,1736.8,2094693253,706839360359,의료정밀,1014
264,2014-12-31,2669.8,2716.37,1816.17,1917.14,3572922095,127991524547080,운수장비,1015
265,2014-12-31,527.07,572.28,484.43,489.38,10768550222,62502491044000,유통업,1016
266,2014-12-31,1189.5,1499.83,1135.67,1303.55,474734509,35411298207700,전기가스업,1017
267,2014-12-31,130.36,158.19,111.68,118.66,2047332937,21227589424160,건설업,1018
268,2014-12-31,1925.8,2461.35,1855.14,2423.58,2649350670,26040367008030,운수창고업,1019
269,2014-12-31,336.27,421.65,293.12,369.59,808276926,34820625199500,통신업,1020
270,2014-12-31,454.82,500.17,413.82,441.4,6652268050,155543135597882,금융업,1021
271,2014-12-31,227.96,342.88,221.49,244.62,499885057,14715229795580,은행,1022
272,2014-12-31,1524.79,2028.17,1394.61,1761.17,3067104734,19973422658480,증권,1024
273,2014-12-31,18373.46,20663.24,16697.89,19319.87,645766673,56895259065050,보험,1025
274,2014-12-31,1055.99,1166.46,988.35,1031.4,6053923404,163921544041845,서비스업,1026
275,2014-12-31,4191.84,4324.53,3663.89,3873.57,37644040295,688446564653921,제조업,1027
276,2015-12-31,1914.24,2189.54,1800.75,1961.31,112903398973,1242832089300653,코스피,1001
277,2015-12-31,4181.82,6404.76,4137.49,5736.92,2814559194,40458480946040,음식료품,1005
278,2015-12-31,405.75,528.76,328.86,377.35,5116349493,7462537907055,섬유의복,1006
279,2015-12-31,319.45,476.38,308.26,381.52,4085546323,3089634147785,종이목재,1007
280,2015-12-31,3677.74,5431.29,3541.98,5346.66,5527493354,142896823192735,화학,1008
281,2015-12-31,4481.12,10281.73,4421.56,8448.15,10336285002,27408453531520,의약품,1009
282,2015-12-31,1339.91,2245.95,1339.66,1494.8,1270269783,7481847489255,비금속광물,1010
283,2015-12-31,4763.3,5213.8,3623.01,3739.77,4176174802,39378960736985,철강금속,1011
284,2015-12-31,809.94,941.48,677.96,831.55,4381679454,19420283840400,기계,1012
285,2015-12-31,10627.64,11755.21,8029.36,9599.38,14028874897,280319659216535,전기전자,1013
286,2015-12-31,1730.16,2772.67,1687.26,2259.93,14177000096,944074421679,의료정밀,1014
287,2015-12-31,1912.68,2071.73,1547.58,1785.09,5494822232,117719077734870,운수장비,1015
288,2015-12-31,487.26,598.52,468.84,493.56,11807214111,84436837435228,유통업,1016
289,2015-12-31,1298.61,1550.37,1188.0,1423.88,378166593,38740808724200,전기가스업,1017
290,2015-12-31,118.23,165.92,104.86,107.79,2472898078,20743228409535,건설업,1018
291,2015-12-31,2427.15,2463.83,1653.78,1733.11,3617893294,21811246670895,운수창고업,1019
292,2015-12-31,369.55,395.54,310.09,311.19,721974421,29317867450900,통신업,1020
293,2015-12-31,438.78,499.35,405.35,417.68,10771122019,150875875929315,금융업,1021
294,2015-12-31,241.76,277.39,211.89,212.78,979226656,13451572234020,은행,1022
295,2015-12-31,1763.34,2945.09,1655.64,1746.75,5623148107,21652592075835,증권,1024
296,2015-12-31,19119.55,20973.45,16773.34,20032.26,1061923410,60328656228400,보험,1025
297,2015-12-31,1029.63,1304.31,1024.95,1191.02,6248583563,190385856085055,서비스업,1026
298,2015-12-31,3878.61,4475.98,3470.01,4023.15,75107049024,703209947754794,제조업,1027
299,2016-12-31,1954.47,2073.89,1817.97,2026.46,92686041092,1308440373892236,코스피,1001
300,2016-12-31,5737.52,6027.53,4050.4,4141.12,2414195691,30085113735888,음식료품,1005
301,2016-12-31,375.46,399.46,277.24,291.15,4007714994,5822185100212,섬유의복,1006
302,2016-12-31,382.31,436.05,327.2,362.9,3663944403,2965953331356,종이목재,1007
303,2016-12-31,5358.55,5660.15,4776.53,5113.99,4650370509,136609237272075,화학,1008
304,2016-12-31,8478.27,11344.56,6750.61,7591.6,8134206945,34545014219145,의약품,1009
305,2016-12-31,1488.23,1736.72,1309.82,1341.9,1256619586,7528576761605,비금속광물,1010
